master_deal_no,dateann,tmanames,amanames,a_lockup_pct,a_postmerge_own_pct,aacount,advcount,afinancial,albofirm,alp,amv,aspv,attitude,attitude_change_yn,awk,buyside_hedge_fund_involv_yn,cha,compete,comsoughtt,dateannest,dateannorig,dateeff,debt_tndr,datefin,divest,division,datetender,dateuncon,datewith,form,hedge_fund_involv_yn,mv,alegcount,tlegcount,pct_cash,pct_other,pct_stk,pct_unknown,pctacq,pctown,phda,pheld,psought,psoughtown,psoughtt,pten,rd,recap,repurch,restruct,rumor,sbo,sfbor,sfbridge,sfcom,sfcorp,sfdebt,sffor,sfjunk,sflc,sfmez,sfpfd,sfrights,sfstaple,spin,splitoff,status,statuscode,stender,t_postmerge_own_pct,tacount,tender,tm,rankval,r_date,valbridge,valest,votecontrol,acusip,acquiror_sedol,aip,aipnames,aup,aupnames,aupnation,master_cusip,target_sedol,tip,tipnames,tup,tupnames,aupsedol,tupsedol,atf_mid_desc,ttf_mid_desc,atf_macro_desc,ttf_macro_desc,anation,anationcode,tnation,tnationcode,tpublic,apublic,tsicp,tticker,deal_value,entval,eqval,pr,salesltm,ebitltm,ptincltm,niltm,netass,tass,cashflow,bookvalue,commonequity,epsltm,pe,tfeetot,afeetot,feetot,c1day,c1wk,c4wk,rankvalsales,rankvaleb,rankvalcf,rankvalni,evsales,evebit,evcf,evni,eqvalsales,eqvalebit,eqvalcf,eqvalni,pmday,pmwk,pm4wk,abusinessl,tbusinessl,sftype,consid,considoff,considsought,destination_country,source_country,source_is_th,destination_is_th,source_questionable,developed,emne,bordering_country,industry,natural_resource_ind,colonial_link,year
3325967040,2018-03-28,Select Expl Ltd,Trek Metals Ltd,,,,,No,No,No,8.327,No,Friendly,No,No,No,No,,,No,2018-03-28,2018-04-30,N,,Yes,No,,2018-04-30,,Merger,No,,1.0,,52.74,,47.26,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,0.379,2018-03-28,,No,,2F7857,BDD5154,2F7857,Trek Metals Ltd,2F7857,Trek Metals Ltd,Australia,9H2978,,9F5666,Battery Minerals Ltd,9F5666,Battery Minerals Ltd,BDD5154,BYSXDR6,Metals & Mining,Metals & Mining,Materials,Materials,Australia,AU,Mauritania,MU,Sub.,Public,1021,,0.379,0.379,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trek Metals Ltd is a mineral explorer company. The Companys principal activities are to progress the exploration of its mineral properties. Its activities include gold and base metals projects in the Pilbara of Western Australia and the Kroussou zinc-lead project in Gabon. Its Pincunah Project, which includes the Valley of the Gossans (VOG) prospect, (E45/4909, E45/4917 & ELA45/6113) is located approximately 100 kilometers (km) south of Port Hedland and just 25 km west of the Sulphur Springs. The Tambourah Project (E45/5484 & E45/5839) is prospective for gold and lithium Caesium Tantalum (LCT) pegmatite deposits. Its Jimblebar project is prospective for gold, sediment-hosted base metals, and iron ore. It holds two exploration tenement applications in the Northern Territory known as the Lawn Hill Project. It also owns 100% interest in precious and base metals exploration tenement E45/4640, located immediately adjacent to its Pincunah Project. The Company was founded on March 29, 2004 and is headquartered in Subiaco, Australia.",Select Exploration Ltd is a copper and nickel ore mine operator. The Company is located in Mauritania.,,10.567 mil shs ord/stock; plus MRO 7.038 mil (USD 0.2 mil) cash/stock,"Cash, Ordinary Share","Stock, Stock",mauritania,australia,False,False,False,True,False,False,metals_and_mining,True,False,2018
