#,project_date,project_ref#,investing_company,parent_company,company_profile,website,revenue_(usd_m),headcount,r&d_expenditure_(usd_m),year_established,company_email,company_telephone,source_region,source_country,source_state,source_admin_region_(us_county),source_city,destination_region,destination_country,destination_state,destination_admin_region_(us_county),destination_city,free_zone,relocation,sector,sub_sector,cluster,activity,jobs_created,estimated,capital_investment,estimated.1,project_type,project_status,motive_description,markets_served,joint_venture_companies,source,developed,emne,bordering_country,industry,natural_resource_ind,colonial_link,year
56,2018-10-01,#318007,Radisson Hospitality (Rezidor Hotel Group),Radisson Hospitality (Rezidor Hotel Group),"Radisson Hospitality, AB, is a hotel group. Originally founded in 1960 by Scandinavian conglomerate SAS Group as a hotel, it became a listed company in 2006. The global headquarters of Rezidor also relocated to Brussels, Belgium circa 1989. In 2005, Carlson also acquired 25% shares of Rezidor Hotel Group from SAS Group. Since 2007, SAS Group ceased to be a shareholder of the company. In 2010, Carlson Companies acquired the controlling influence (more than 50.1% shares) on the listed company. In 2012, Rezidor Hotel Group started to integrate with direct parent company, Carlson Hotels, which both companies would collectivity known as Carlson Rezidor Hotel Group. Carlson Hotels, Inc. and subsidiaries, including Rezidor Hotel Group, were sold to Chinese conglomerate HNA Group in 2016. However, in 2018, the CarlsonRezidor group was re-sold to a consortium led by Jin Jiang International Holdings. In 2018, Rezidor Hotel Group AB was renamed to Radisson Hospitality AB. The direct parent company, Carlson Hotels, Inc., had become Radisson Hospitality, Inc., the whole hotel group also had a new trading name Radisson Hotel Group. Radisson Hotel Group operates as a subsidiary of China-based Shanghai Jin Jiang International Hotels.",www.radissonhotelgroup.com/,1204.52,0.0,,1960.0,,,Western Europe,belgium,Brussels Capital Region,Brussels,Brussels,Africa,niger,Niger,Not Specified,Niamey,,,Hotels & tourism,Accommodation,Tourism,Construction,202,Yes,100.2,Yes,New,Announced,,,,https://www.radissonhotelgroup.com/media_press-releases&article=radisson-hotel-group-accelerates-its-african-expansion-plan-signing-10-new-hotels,True,False,False,hotels_and_tourism_accommodation_construction,False,False,2018
