#,project_date,project_ref#,investing_company,parent_company,company_profile,website,revenue_(usd_m),headcount,r&d_expenditure_(usd_m),year_established,company_email,company_telephone,source_region,source_country,source_state,source_admin_region_(us_county),source_city,destination_region,destination_country,destination_state,destination_admin_region_(us_county),destination_city,free_zone,relocation,sector,sub_sector,cluster,activity,jobs_created,estimated,capital_investment,estimated.1,project_type,project_status,motive_description,markets_served,joint_venture_companies,source,developed,emne,bordering_country,industry,natural_resource_ind,colonial_link,year
616,2017-02-01,#272706,African Development Bank (AfDB),African Development Bank (AfDB),"Cote d'Ivoire-based African Development Bank operates as a multilateral development finance institution in Africa. It finances development projects and programs in cooperation with other national or international development institutions; offers technical assistance in the selection, study, and preparation of projects; and promotes investments of public and private capital in projects and programs designed to contribute to the economic and social progress of the regional member states. The company was founded in 1964 and is headquartered in Abidjan, Cote d'Ivoire.",www.afdb.org,,,,1964.0,,+22520204010,Africa,cote_d_ivoire,Abidjan,Not Specified,Abidjan,Africa,niger,Niger,Not Specified,Not Specified,,,Financial services,Corporate & investment banking,Financial Services,Business Services,22,Yes,9.5,Yes,New,Announced,,,,,False,True,False,financial_services_corporate_and_investment_banking_business_services,False,False,2017
