#,project_date,project_ref#,investing_company,parent_company,company_profile,website,revenue_(usd_m),headcount,r&d_expenditure_(usd_m),year_established,company_email,company_telephone,source_region,source_country,source_state,source_admin_region_(us_county),source_city,destination_region,destination_country,destination_state,destination_admin_region_(us_county),destination_city,free_zone,relocation,sector,sub_sector,cluster,activity,jobs_created,estimated,capital_investment,estimated.1,project_type,project_status,motive_description,markets_served,joint_venture_companies,source,developed,emne,bordering_country,industry,natural_resource_ind,colonial_link,year
491,2017-08-01,#282860,Yangzhou Everbright Foreign Trading,Yangzhou Everbright Foreign Trading,"Yangzhou Everbright Foreign Trading primarily manufactures caps as well as clothing and accessories. It was founded in 1999 and is based in Yangzhou, China.",www.everbrightheadwear.com,,,,1999.0,,+8651487228810,Asia-Pacific,china,Jiangsu,Not Specified,Yangzhou,Latin America & Caribbean,haiti,Nord-Est,Not Specified,Ouanaminthe,CODEVI Ouanaminthe,,Textiles,Clothing & clothing accessories,"Wood, Apparel & Related Products",Manufacturing,600,No,50.8,Yes,New,Opened,,,,,False,True,False,textiles_clothing_and_clothing_accessories_manufacturing,False,False,2017
647,2017-01-01,#269607,Everest Textile,Everest Textile,"Everest Textile manufactures and sells textile products. It engages in spinning, twisting, weaving, dyeing, finishing, printing, coating, and laminating yarns. The company offers eco material, technical fashion and causal, soft shell, stretch, air pass, multi-functional membrane, multi-functional fibre, protective fabric and medical material, and knitting fabrics. Its fabrics are used in sports, outdoor, city, casual, industrial materials, etc. Everest Textile was founded in 1988 and is headquartered in Tainan, Taiwan.",www.everest.com.tw,252.05,,,1988.0,,+88665782561,Asia-Pacific,taiwan,Tainan,Not Specified,Tainan,Latin America & Caribbean,haiti,Not Specified,Not Specified,Not Specified,,,Textiles,Textiles & Textile Mills,"Wood, Apparel & Related Products",Manufacturing,2024,Yes,23.4,Yes,New,Announced,"""We have to keep seeking overseas sites for new factories, as the fabric manufacturing process is quite labour-intensive."" - company spokesperson.",,,,False,True,False,textiles_textiles_and_textile_mills_manufacturing,False,False,2017
