="Random Effects Panel Tobit Results"

="",="(1)"
="",="prop_emne_excl_qst_source"

="prop_emne_excl_qst_source",=""
="gni_per_capita",="-0.0055"
="",="(0.0097)"

="broadband_per_capita",="16.5446"
="",="(12.1285)"

="mobiles_per_capita",="-0.2840*"
="",="(0.1574)"

="geographic_proximity",="-0.7055"
="",="(10.9971)"

="colonial_link",="-36.5072***"
="",="(10.5818)"

="Constant",="92.6074***"
="",="(15.9199)"

="/",=""
="sigma_u",="0.0000"
="",="(43.3898)"

="sigma_e",="33.9469***"
="",="(4.3448)"

="Observations",="50"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
