="Random Effects Panel Tobit Results"

="",="(1)"
="",="prop_emne_capital_excl_nat_res"

="prop_emne_capital_excl_nat_res",=""
="voice_and_acc",="18.9700"
="",="(20.0953)"

="pol_stability",="44.8799*"
="",="(23.2677)"

="govt_effectiveness",="-50.2200"
="",="(49.2602)"

="reg_quality",="-56.7441"
="",="(72.3028)"

="rule_of_law",="-43.8199"
="",="(51.2667)"

="control_of_corruption",="58.5204"
="",="(42.0820)"

="gni_per_capita",="-0.0327"
="",="(0.0216)"

="broadband_per_capita",="13.7727"
="",="(21.4564)"

="mobiles_per_capita",="-0.0677"
="",="(0.3819)"

="geographic_proximity",="22.4677"
="",="(22.0469)"

="colonial_link",="-71.4305***"
="",="(24.0264)"

="Constant",="72.0358"
="",="(56.5208)"

="/",=""
="sigma_u",="0.0000"
="",="(16.2773)"

="sigma_e",="57.6817***"
="",="(9.1565)"

="Observations",="48"

="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
