master_deal_no,dateann,tmanames,amanames,a_lockup_pct,a_postmerge_own_pct,aacount,advcount,afinancial,albofirm,alp,amv,aspv,attitude,attitude_change_yn,awk,buyside_hedge_fund_involv_yn,cha,compete,comsoughtt,dateannest,dateannorig,dateeff,debt_tndr,datefin,divest,division,datetender,dateuncon,datewith,form,hedge_fund_involv_yn,mv,alegcount,tlegcount,pct_cash,pct_other,pct_stk,pct_unknown,pctacq,pctown,phda,pheld,psought,psoughtown,psoughtt,pten,rd,recap,repurch,restruct,rumor,sbo,sfbor,sfbridge,sfcom,sfcorp,sfdebt,sffor,sfjunk,sflc,sfmez,sfpfd,sfrights,sfstaple,spin,splitoff,status,statuscode,stender,t_postmerge_own_pct,tacount,tender,tm,rankval,r_date,valbridge,valest,votecontrol,acusip,acquiror_sedol,aip,aipnames,aup,aupnames,aupnation,master_cusip,target_sedol,tip,tipnames,tup,tupnames,aupsedol,tupsedol,atf_mid_desc,ttf_mid_desc,atf_macro_desc,ttf_macro_desc,anation,anationcode,tnation,tnationcode,tpublic,apublic,tsicp,tticker,deal_value,entval,eqval,pr,salesltm,ebitltm,ptincltm,niltm,netass,tass,cashflow,bookvalue,commonequity,epsltm,pe,tfeetot,afeetot,feetot,c1day,c1wk,c4wk,rankvalsales,rankvaleb,rankvalcf,rankvalni,evsales,evebit,evcf,evni,eqvalsales,eqvalebit,eqvalcf,eqvalni,pmday,pmwk,pm4wk,abusinessl,tbusinessl,sftype,consid,considoff,considsought,destination_country,source_country,source_is_th,destination_is_th,source_questionable,developed,emne,bordering_country,industry,natural_resource_ind,colonial_link
3149284040,2017-08-16,C3 Ltd,ViRural Group Inc,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-09-07,2017-08-16,N,,No,No,,2017-08-16,,Merger,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-08-16,,No,,8F2400,,8F2400,ViRural Group Inc,8F2400,ViRural Group Inc,United States,8F2406,,8F2406,C3 Ltd,8F2406,C3 Ltd,,,Wireless,Other Telecom,Telecommunications,Telecommunications,United States,US,Malawi,ML,Priv.,Priv.,4899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ViRural Group Inc is a wireless telecommunications carrier. It provides solutions for power, Cellular Voice, Cellular Data, and Wi-Fi in rural areas through solar energy. It has offices in Germany, London, Los Angeles, New York, Nigeria, San Diego and Washington DC. The Company was founded in 2014 and is located in Dover, Delaware.","C3 Ltd is a provider of telecommunications services. It is involved in telecommunication, system integration, business consulting, cloud computing, project management, outsourcing, strategy development, network & process design and an Internet service provider. The Company is located in Blantyre, Malawi.",,,Unspecified,Stock,malawi,united_states,False,False,False,True,False,False,other_telecom,False,False
3151371040,2017-08-29,Katito Farming Enterprises Ltd,AgDevCo Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-08-29,2017-08-29,N,,No,No,,2017-08-29,,Acq. Part. Int.,No,,,,,100.0,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,5.05,2017-08-29,,No,,4F6241,,4F6241,AgDevCo Ltd,4F6241,AgDevCo Ltd,United Kingdom,8F3707,,8F3707,Katito Farming Enterprises Ltd,8F3707,Katito Farming Enterprises Ltd,,,Diversified Financials,Agriculture & Livestock,Financials,Consumer Staples,United Kingdom,UK,Zambia,ZA,Priv.,Priv.,721,,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AgDevCo Ltd is a provider of international trade financing services. It is an investor and project developer, operating in the agricultural sector. The Company was founded in 2009 and is located in London, the United Kingdom.","Katito Farming Enterprises Ltd is a provider of crop production services. The Company is located in Mbala, Zambia.",,,"Cash Only, Cash Only",Stock,zambia,united_kingdom,False,False,False,True,False,False,agriculture_and_livestock,True,True
3152586040,2017-09-18,AMK MicroFin Institution Plc,The Shanghai Coml & Svgs Bk,,,1.0,1.0,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-09-18,2018-08-29,N,,No,No,,2018-08-29,,Acq. Maj. Int.,No,,1.0,,,100.0,,,80.01,80.0,,,80.0,80.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,80.103,2018-08-29,,No,,81955D,B7LV1N0,81955D,The Shanghai Coml & Svgs Bk,81955D,The Shanghai Coml & Svgs Bk,Taiwan,8F4316,,8F4316,AMK MicroFin Institution Plc,8F4316,AMK MicroFin Institution Plc,B7LV1N0,,Banks,Diversified Financials,Financials,Financials,Taiwan,TW,Cambodia,CB,Priv.,Public,6159,,80.103,100.116,100.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Shanghai Commercial & Savings Bank Ltd is a commercial bank. It operates its business through deposit accepting, bond issuing, corporate finance, personal loan, foreign currency deposit and remittance, bill discounting, credit card and debit card, as well as asset management, among others. The Company was founded in September 1954 and is located in Taipei, Taiwan.","AMK Microfinance Institution Plc provides microfinance services to poor people in Cambodia. The Company is located in Phnom Penh, Cambodia.",,,"Cash, Cash Only",Stock,cambodia,taiwan,False,False,False,False,True,False,diversified_financials,False,False
3154576040,2017-09-17,Lion Assurance Co Ltd,Sanlam Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-05-22,2017-11-21,N,,Yes,No,,2017-11-21,,Acq. of Assets,No,,1.0,,,100.0,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,5.741,2017-09-17,,No,,80111C,B0L6750,80111C,Sanlam Ltd,80111C,Sanlam Ltd,South Africa,8F5419,,88959J,TA Holdings Ltd,57471R,Masawara Plc,B0L6750,B42XFD2,Other Financials,Healthcare Providers & Services (HMOs),Financials,Healthcare,South Africa,SA,Uganda,UG,Sub.,Public,6331,,5.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanlam Ltd provides financial services. It also acts as a holding company which is engaged in life and health insurance services through its subsidiaries. Its operations are carried out in South Africa, Namibia and the United Kingdom. The Company was founded in June 1918 and is located in Bellville, South Africa.","Lion Assurance Co Ltd is a direct property and casualty insurance carrier. The Company is located in Kololo, Uganda.",,,"Cash Only, Cash Only",Assets,uganda,south_africa,False,False,False,False,True,False,healthcare_providers_and_services__hmos,False,False
3159203040,2017-08-25,HOMEOPHARMA SARL,Richard Ismael,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-08-25,2017-08-25,N,,No,No,,2017-08-25,,Acq. Maj. Int.,No,,,,,,,,50.0,50.0,,,50.0,50.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-08-25,,No,,8F8845,,8F8845,Richard Ismael,8F8845,Richard Ismael,France,8F8840,,8F8840,HOMEOPHARMA SARL,8F8840,HOMEOPHARMA SARL,,,Other Financials,Pharmaceuticals,Financials,Healthcare,France,FR,Madagascar,MG,Priv.,Inv.,2834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richard Ismael, located in France, is an individual investor.","HOMEOPHARMA SARL is a manufacturer of pharmaceutical preparation. The Company is located in Antananarivo, Madagascar.",,,Unspecified,Stock,madagascar,france,False,False,False,True,False,False,pharmaceuticals,False,True
3162103040,2017-06-21,BDEAC,Kingdom of Morocco,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-06-21,2017-06-21,N,,No,No,,2017-06-21,,Acq. Part. Int.,No,,,,,100.0,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,1.628,2017-06-21,,No,,61771R,,61771R,Kingdom of Morocco,61771R,Kingdom of Morocco,Morocco,06687F,,06687F,BDEAC,06687F,BDEAC,,,National Government,Banks,Government and Agencies,Financials,Morocco,MR,Dem Rep Congo,DC,Priv.,Govt.,6000,,1.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kingdom of Morocco is a national government. The Company is located in Morocco.,"Banque de Developpement des Etats de l''Afrique Centrale is a commercial bank. The Company was founded in 1975 and is located in Brazzaville, the Democratic Republic of the Congo. Congo.",,,"Cash Only, Cash Only",Stock,democratic_republic_of_congo,morocco,False,False,False,False,True,False,banks,False,False
3163590040,2017-10-12,Myanmar Supply Chain & Svcs,Intl Beverages Hldg,,,1.0,1.0,No,No,No,,No,Friendly,No,No,No,No,No,,No,2017-10-12,2017-10-12,N,,No,No,,2017-10-12,,Acq. Part. Int.,No,,1.0,1.0,,100.0,,,5.0,5.0,,,5.0,5.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,6.9,2017-10-12,,No,,9F1542,,88366H,Thai Beverage PCL,88366H,Thai Beverage PCL,Thailand,9F1539,,9F1537,Alliance Asia Invest Pte Ltd,9F1537,Alliance Asia Invest Pte Ltd,B15F664,,Other Financials,Food and Beverage,Financials,Consumer Staples,Singapore,SG,Myanmar(Burma),BM,Sub.,Sub.,2085,,6.9,138.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Beverages Holdings (Singapore) Pte Ltd is a provider of financial investment services. The Company is located in Singapore.,"Myanmar Supply Chain & Services Co Ltd owns and operates two production facilities that is distillery, blending and bottling plants in Yangon and Mandalay, together with related businesses under the spirts brands, Grand Royal.. The Company is located in Myanmar.",,,"Cash, Cash Only",Stock,myanmar,thailand,False,False,False,False,True,True,food_and_beverage,False,False
3163593040,2017-10-12,Myanmar Distillery Co Ltd,Intl Beverages Hldg,,,1.0,1.0,No,No,No,,No,Neutral,No,No,No,No,No,,No,2017-10-12,2017-10-12,N,,No,No,,2017-10-12,,Acq. Part. Int.,No,,1.0,2.0,,100.0,,,5.0,5.0,,,5.0,5.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,42.5,2017-10-12,,No,,9F1542,,88366H,Thai Beverage PCL,88366H,Thai Beverage PCL,Thailand,1E9776,,49113F,Intl Beverages Trading Co Ltd,49113F,Intl Beverages Trading Co Ltd,B15F664,,Other Financials,Food and Beverage,Financials,Consumer Staples,Singapore,SG,Myanmar(Burma),BM,Sub.,Sub.,2084,,42.5,850.0,850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Beverages Holdings (Singapore) Pte Ltd is a provider of financial investment services. The Company is located in Singapore.,"Myanmar Distillery Co Ltd is a winery. The company is located in Yangon, Myanmar(Burma). The company manufactures of alcoholic beverages.",,,"Cash, Cash Only",Stock,myanmar,thailand,False,False,False,False,True,True,food_and_beverage,False,False
3164444040,2017-09-29,FBN Bank (DCR) Ltd,First Bank of Nigeria PLC,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-09-29,2017-09-29,N,,No,No,,2017-09-29,,Acq. Rem. Int.,No,,,,,,,,15.0,90.0,75.0,75.0,15.0,90.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-09-29,,No,,31925V,,0C9858,FBN Holdings PLC,0C9858,FBN Holdings PLC,Nigeria,9F2077,,31925V,First Bank of Nigeria PLC,0C9858,FBN Holdings PLC,B8GQJS8,B8GQJS8,Banks,Banks,Financials,Financials,Nigeria,NI,Dem Rep Congo,DC,Sub.,Sub.,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"First Bank of Nigeria, located in Lagos, Nigeria, is a Bank. It was founded in 1892.",FBN Bank (DCR) Ltd is a commercial bank. The Company is located in the Democratic Republic of the Congo.,,,Unspecified,Stock,democratic_republic_of_congo,nigeria,False,False,False,False,True,False,banks,False,False
3164955040,2017-10-12,National Breweries PLC,Delta Corp Ltd,,,,,No,No,No,8.617,No,Friendly,No,No,No,No,,,No,2017-05-18,2018-04-22,N,2017-09-30,Yes,No,,2018-04-22,,Acq. Maj. Int.,No,88.011,,,,,,,70.0,70.0,,,70.0,70.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-10-12,,No,,24750A,6260240,24750A,Delta Corp Ltd,24750A,Delta Corp Ltd,Zimbabwe,9F2203,6141000,42406W,Heinrich's Syndicate Ltd,03500W,Anheuser-Busch Inbev SA/NV,6260240,BYYHL23,Food and Beverage,Food and Beverage,Consumer Staples,Consumer Staples,Zimbabwe,ZB,Zambia,ZA,Public,Public,2082,NATB,,,,,31.001,-0.866,-6.0,-5.5,11.5,33.4,1.848,0.2,11.529,-0.0886,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,"Delta Corp Ltd, located in Harare, Zimbabwe, produces and wholesales liquor. It is an integrated total beverage company with a diverse portfolio of local and international brands in lager beer, traditional beer, soft drinks and other non-alcoholic beverages. It has investments in associate companies whose activities are in cordials and juice drinks and wines and spirits. The Companys beverage business manufactures and distributes Lager beer, Traditional Sorghum beer and Sparkling Soft Drinks. The Companys subsidiaries and affiliates include MegaPak Zimbabwe (Pvt) Ltd, Delta Beverages (Pvt) Ltd, National Breweries Ltd, Chibuku Breweries Ltd, United Bottlers (Pvt) Ltd, Bevcool (Pvt) Ltd, Headend (Pvt) Ltd and Rainbow Beverages (Pvt) Ltd.","National Breweries Plc is a Zambia-based brewer. The principal activity of the Company is the production, packaging, distribution and sale of traditional beverages. The Company brews the Chibuku brand of opaque beer and distributes it countrywide in cartons and returnable plastic bottles.",,,Unspecified,Ordinary Share,zambia,zimbabwe,False,False,False,False,True,True,food_and_beverage,False,False
3165672040,2017-10-19,Fenix International,Engie SA,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-10-19,2018-04-03,N,,No,No,,2018-04-03,,Merger,No,,,1.0,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-10-19,,No,,F42768,B0C2CQ3,F42768,Engie SA,F42768,Engie SA,France,9F2765,,9F2765,Fenix International,9F2765,Fenix International,B0C2CQ3,,Power,Other Industrials,Energy and Power,Industrials,France,FR,Uganda,UG,Priv.,Public,3433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Engie SA, located in Paris, France, provides power, gas and energy services. Its operations are organized in five business lines: Energy Europe, engaged in the production of electricity and distribution and supplying of gas in continental Europe; Energy International which supplies power within North and Latin America, the United Kingdom, Turkey, Middle East, Asia and Africa; Global Gas & Liquefied Natural Gas (LNG), which includes exploration and production of gas and oil, procurement and routing of gas and LNG and supplying accounts in Europe; Infrastructures, which operates the transport, supply and storage of natural gas; and Energy Services, providing multi-technical services in the areas of engineering, installation or energy services. It is also a holding company. The Company was founded on July 22, 2008. electric power distributor. The Company was founded in July 2008 and is located in Paris, France.","Fenix International is a manufacturer of heating equipment. The Company is located in Kampala, Uganda.",,,Unspecified,Stock,uganda,france,False,False,False,True,False,False,other_industrials,False,False
