master_deal_no,dateann,tmanames,amanames,a_lockup_pct,a_postmerge_own_pct,aacount,advcount,afinancial,albofirm,alp,amv,aspv,attitude,attitude_change_yn,awk,buyside_hedge_fund_involv_yn,cha,compete,comsoughtt,dateannest,dateannorig,dateeff,debt_tndr,datefin,divest,division,datetender,dateuncon,datewith,form,hedge_fund_involv_yn,mv,alegcount,tlegcount,pct_cash,pct_other,pct_stk,pct_unknown,pctacq,pctown,phda,pheld,psought,psoughtown,psoughtt,pten,rd,recap,repurch,restruct,rumor,sbo,sfbor,sfbridge,sfcom,sfcorp,sfdebt,sffor,sfjunk,sflc,sfmez,sfpfd,sfrights,sfstaple,spin,splitoff,status,statuscode,stender,t_postmerge_own_pct,tacount,tender,tm,rankval,r_date,valbridge,valest,votecontrol,acusip,acquiror_sedol,aip,aipnames,aup,aupnames,aupnation,master_cusip,target_sedol,tip,tipnames,tup,tupnames,aupsedol,tupsedol,atf_mid_desc,ttf_mid_desc,atf_macro_desc,ttf_macro_desc,anation,anationcode,tnation,tnationcode,tpublic,apublic,tsicp,tticker,deal_value,entval,eqval,pr,salesltm,ebitltm,ptincltm,niltm,netass,tass,cashflow,bookvalue,commonequity,epsltm,pe,tfeetot,afeetot,feetot,c1day,c1wk,c4wk,rankvalsales,rankvaleb,rankvalcf,rankvalni,evsales,evebit,evcf,evni,eqvalsales,eqvalebit,eqvalcf,eqvalni,pmday,pmwk,pm4wk,abusinessl,tbusinessl,sftype,consid,considoff,considsought,destination_country,source_country,source_is_th,destination_is_th,source_questionable,developed,emne,bordering_country,industry,natural_resource_ind,colonial_link,year
2970312040,2017-03-14,Prasac MicroFin Institution,Investor Group,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2016-06-07,2017-03-14,N,,No,No,,2017-03-14,,Acq. Maj. Int.,No,,,1.0,100.0,,,,68.75,91.0,22.3,22.3,68.8,91.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,264.0,2017-03-14,,Yes,,46145M,,46145M,Investor Group,46145M,Investor Group,Singapore,9C1380,,1H0101,LOLC Finance PLC,51589R,Lanka Orix Leasing Co PLC,,6505350,Other Financials,Credit Institutions,Financials,Financials,Singapore,SG,Cambodia,CB,Sub.,Priv.,6159,,264.0,384.0,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Investor group,"Prasac Microfinance Institution Ltd is a provider of consumer lending services. The Company was founded in August 2004 and is located in Phnom Penh, Cambodia.",,An estimated KHR 1051.793 bil (USD 264 mil) cash/68.75% interest,"Cash Only, Cash Only",Stock,cambodia,singapore,True,False,True,False,True,False,credit_institutions,False,False,2017
3064295040,2017-01-24,Europ Continents SARL,Dksh Holding AG,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-01-24,2017-01-24,N,,No,No,,2017-01-24,,Acq. of Assets,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-01-24,,No,,23732Q,B71QPM2,23732Q,Dksh Holding AG,23732Q,Dksh Holding AG,Switzerland,2F4239,,2F4239,Europ Continents SARL,2F4239,Europ Continents SARL,B71QPM2,,Advertising & Marketing,Healthcare Equipment & Supplies,Media and Entertainment,Healthcare,Switzerland,SZ,Cambodia,CB,Priv.,Public,5047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DKSH Holding AG, located in Zurich, Switzerland, is a company that provides market expansion services. The Company's business activities are divided into four business units: Consumer Goods, Healthcare, Performance Materials, and Technology. The Consumer Goods business unit focuses on fast moving consumer goods, food services, luxury and lifestyle products in Asia. The Healthcare business unit provides market expansion services for healthcare companies seeking to grow their business in Asia. The Performance Materials business unit offers instant access to raw materials around the world, serving the chemical, pharmaceutical, food, beverage and personal care industries. The Technology business unit offers its customers a range of technologies from European, American and Asian manufacturers with a focus on advanced machinery for industry and construction, analytical and scientific instruments, components and consumables. The Company is the parent company of DKSH Group and operates numerous subsidiaries. The Company was founded in 2002.","Europ Continents SARL is a medical equipment and supplies wholesaler. The Company is headquatered in Singapore, but has branches in Cambodia, Indonesia, Laos, Vietnam. The Company was founded in 1993 and is located in Phnom Penh, Cambodia.",,,Unspecified,Assets,cambodia,switzerland,True,False,False,True,False,False,healthcare_equipment_and_supplies,False,False,2017
3075178040,2017-02-28,Bk of China - BOC Phnom Penh,Bank of China(Hong Kong)Ltd,,,1.0,1.0,No,No,No,,No,Friendly,No,No,No,No,No,,No,2017-02-28,2017-11-06,N,,Yes,Yes,,2017-11-06,,Acq. of Assets,No,,,,,100.0,,,100.0,100.0,,,100.0,100.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,171.0,2017-02-28,,No,,06119L,,06119N,Bk Of China Hong Kong (Hldg),15361M,Central Huijin Investment Ltd,China (Mainland),3F1853,,06119L,Bank of China(Hong Kong)Ltd,15361M,Central Huijin Investment Ltd,,,Banks,Banks,Financials,Financials,Hong Kong,HK,Cambodia,CB,Sub.,Sub.,6000,,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bank of China(Hong Kong)Ltd, headquartered in China, is a bank. It provides a range of banking products and services.","Boc phnom penh branch of Bank of China, located in Cambodia.",,,"Cash Only, Cash Only",Assets,cambodia,china,False,False,False,False,True,False,banks,False,False,2017
3081346040,2017-03-16,Chu Hsing Clothes (Cambodia),Texhong Intl Grp Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,No,,No,2017-03-16,2017-05-01,N,,Yes,No,,2017-05-01,,Merger,No,,,1.0,,100.0,,,100.0,100.0,,,100.0,100.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,13.075,2017-03-16,,No,,88186Z,BFSQNZ0,G87655,Texhong Intl Grp Ltd,G87655,Texhong Intl Grp Ltd,Hong Kong,3F6098,,65420M,Nien Hsing Textile Co Ltd,65420M,Nien Hsing Textile Co Ltd,BFSQNZ0,6591928,Textiles & Apparel,Textiles & Apparel,Consumer Staples,Consumer Staples,Hong Kong,HK,Cambodia,CB,Sub.,Public,2389,,13.075,13.179,13.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Texhong International Group Ltd is a broadwoven fabric mill operator. The Company was founded in 1997 and is located in Tsuen Wan, Hong Kong.",Chu Hsing Clothes (Cambodia) Co Ltd is an apparel cutting and sewing contractor. The Company is located in Cambodia.,,,"Cash Only, Cash Only",Stock,cambodia,hong_kong,True,False,False,False,True,False,textiles_and_apparel,False,False,2017
3081349040,2017-03-16,Chih Hsing Clothes - Equips,Texhong Intl Grp Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,No,,No,2017-03-16,2017-05-01,N,,Yes,Yes,,2017-05-01,,Acq. of Assets,No,,,1.0,,100.0,,,100.0,100.0,,,100.0,100.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,0.037,2017-03-16,,No,,88186Z,BFSQNZ0,G87655,Texhong Intl Grp Ltd,G87655,Texhong Intl Grp Ltd,Hong Kong,3F6113,,3F6108,Chih Hsing Clothes (Cambodia),65420M,Nien Hsing Textile Co Ltd,BFSQNZ0,6591928,Textiles & Apparel,Textiles & Apparel,Consumer Staples,Consumer Staples,Hong Kong,HK,Cambodia,CB,Sub.,Public,2299,,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Texhong International Group Ltd is a broadwoven fabric mill operator. The Company was founded in 1997 and is located in Tsuen Wan, Hong Kong.","Equipments of Chih Hsing Clothes (Cambodia) Co Ltd, located in Cambodia.",,,"Cash Only, Cash Only",Assets,cambodia,hong_kong,True,False,False,False,True,False,textiles_and_apparel,False,False,2017
3110313040,2017-05-25,Sing Guan Silk Screen Cambodia,Roslan bin Zainal Abidin,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-05-25,2017-05-25,N,,No,No,,2017-05-25,,Acq. Part. Int.,No,,,,,,,,37.6,37.6,,,37.6,37.6,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-05-25,,No,,5F5606,,5F5606,Roslan bin Zainal Abidin,5F5606,Roslan bin Zainal Abidin,Malaysia,78822Y,,4F3999,Vizione Hldg Bhd,4F3999,Vizione Hldg Bhd,,6140568,Other Financials,Publishing,Financials,Media and Entertainment,Malaysia,MA,Cambodia,CB,Sub.,Inv.,2752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roslan bin Zainal Abidin, located in Kuala Lumpur, Malaysia, is an individual investor.","Sing Guan Silk Screen (Cambodia) Co Ltd, is a silkscreen printing and embroidery services provider, headquartered in Cambodia. The company was founded on February 18, 2003.",,,Not Applicable,Stock,cambodia,malaysia,False,False,False,False,True,False,publishing,False,False,2017
3118459040,2017-06-19,iCare Benefits Co Ltd-Combodia,Emerging Markets Invest,,,,,Yes,Yes,No,,No,Friendly,No,No,No,No,,,No,2017-06-19,2017-06-19,N,,No,Yes,,2017-06-19,,Acq. Part. Int.,No,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-06-19,,No,,6F1586,,6F1586,Emerging Markets Invest,6F1586,Emerging Markets Invest,Singapore,6F1601,,4A0379,MobiVi,4A0379,MobiVi,,,Alternative Financial Investments,Other Financials,Financials,Financials,Singapore,SG,Cambodia,CB,Sub.,Priv.,6726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emerging Markets Investment Advisers is a financial sponsor. The Company is located in Singapore.,"Combodia of iCare Benefits Co Ltd, located in Cambodia.",,,Unspecified,Ownership Interest,cambodia,singapore,True,False,False,False,True,False,other_financials,False,False,2017
3140219040,2017-05-23,Smart Axiata Co Ltd,Mitsui & Co Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2016-09-13,2017-05-23,N,,No,No,,2017-05-23,,Acq. Part. Int.,No,,,1.0,,100.0,,,10.0,10.0,,,10.0,10.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,66.0,2017-05-23,,No,,606827,6597302,606827,Mitsui & Co Ltd,606827,Mitsui & Co Ltd,Japan,7F6342,,06265N,Axiata Group Bhd,06265N,Axiata Group Bhd,6597302,B2QZGV5,Other Consumer Products,Telecommunications Services,Consumer Products and Services,Telecommunications,Japan,JP,Cambodia,CB,Sub.,Public,4812,,66.0,660.0,660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitsui & Co Ltd, based in Tokyo, Japan, is a domestic and international wholesale trading company. Its principal activities are to distribute various commodities, finance for customers and organize and coordinate industrial projects. The operations are carried out through the following divisions: Iron & Steel Products include iron and steel products. Iron & Steel Raw Materials and Non-Ferrous Metals include iron and non-ferrous metals. Machinery & Infrastructure Projects is engaged in machinery products, leasing, financing. Chemical manufactures division, sells and trades chemical products. Energy includes oil, gas and related products. Foods & Retail manufactures division, sells and trades foods. Lifestyle, Consumer Service and Information, Electronics & Telecommunication includes textiles and IT products for consumers. Logistics & Financial Markets engages in logistics services, insurance and financial businesses. The Company conducts trades in Americas, Europe, Asia and Africa in various commodities and related business, led by overseas trading subsidiaries. The Company was founded in 1947.","Smart Axiata Co Ltd operates as a mobile telecommunication company. The Company offers prepaid, postpaid, data, international roaming, music and entertainment, infotainment, voice, mail and messaging, and other services. It serves prepaid users, multinational corporates, and embassies, as well as banks, micro finance and insurance institutions, manufacturing markets, and hospitality sectors through agents. The Company was founded in 2008 and is located in Phnom Penh, Cambodia.",,,"Cash Only, Cash Only",Stock,cambodia,japan,False,False,False,True,False,False,telecommunications_services,False,False,2017
3152586040,2017-09-18,AMK MicroFin Institution Plc,The Shanghai Coml & Svgs Bk,,,1.0,1.0,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-09-18,2018-08-29,N,,No,No,,2018-08-29,,Acq. Maj. Int.,No,,1.0,,,100.0,,,80.01,80.0,,,80.0,80.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,80.103,2018-08-29,,No,,81955D,B7LV1N0,81955D,The Shanghai Coml & Svgs Bk,81955D,The Shanghai Coml & Svgs Bk,Taiwan,8F4316,,8F4316,AMK MicroFin Institution Plc,8F4316,AMK MicroFin Institution Plc,B7LV1N0,,Banks,Diversified Financials,Financials,Financials,Taiwan,TW,Cambodia,CB,Priv.,Public,6159,,80.103,100.116,100.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Shanghai Commercial & Savings Bank Ltd is a commercial bank. It operates its business through deposit accepting, bond issuing, corporate finance, personal loan, foreign currency deposit and remittance, bill discounting, credit card and debit card, as well as asset management, among others. The Company was founded in September 1954 and is located in Taipei, Taiwan.","AMK Microfinance Institution Plc provides microfinance services to poor people in Cambodia. The Company is located in Phnom Penh, Cambodia.",,,"Cash, Cash Only",Stock,cambodia,taiwan,False,False,False,False,True,False,diversified_financials,False,False,2017
3167697040,2017-10-24,SPEAN LUY Co Ltd,Good Return,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-10-24,2017-10-24,N,,No,No,,2017-10-24,,Acq. Part. Int.,No,,,,,,,,5.0,5.0,,,5.0,5.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-10-24,,No,,9F3837,,9F3837,Good Return,9F3837,Good Return,Australia,9F3843,,9F3843,SPEAN LUY Co Ltd,9F3843,SPEAN LUY Co Ltd,,,Other Consumer Products,E-commerce / B2B,Consumer Products and Services,High Technology,Australia,AU,Cambodia,CB,Priv.,Priv.,7375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Good Return provides people living in poverty with access to responsible microfinance and skills development opportunities. The Company was founded in 2009 and is located in Sydney, Australia.","SPEAN LUY Co Ltd is an online platform that allows users to compare interest rates offered on loan products across various Cambodian lenders. The Company is located in Phnom Penh, Cambodia.",,,Unspecified,Stock,cambodia,australia,False,False,False,True,False,False,e_commerce___b2b,False,False,2017
