master_deal_no,dateann,tmanames,amanames,a_lockup_pct,a_postmerge_own_pct,aacount,advcount,afinancial,albofirm,alp,amv,aspv,attitude,attitude_change_yn,awk,buyside_hedge_fund_involv_yn,cha,compete,comsoughtt,dateannest,dateannorig,dateeff,debt_tndr,datefin,divest,division,datetender,dateuncon,datewith,form,hedge_fund_involv_yn,mv,alegcount,tlegcount,pct_cash,pct_other,pct_stk,pct_unknown,pctacq,pctown,phda,pheld,psought,psoughtown,psoughtt,pten,rd,recap,repurch,restruct,rumor,sbo,sfbor,sfbridge,sfcom,sfcorp,sfdebt,sffor,sfjunk,sflc,sfmez,sfpfd,sfrights,sfstaple,spin,splitoff,status,statuscode,stender,t_postmerge_own_pct,tacount,tender,tm,rankval,r_date,valbridge,valest,votecontrol,acusip,acquiror_sedol,aip,aipnames,aup,aupnames,aupnation,master_cusip,target_sedol,tip,tipnames,tup,tupnames,aupsedol,tupsedol,atf_mid_desc,ttf_mid_desc,atf_macro_desc,ttf_macro_desc,anation,anationcode,tnation,tnationcode,tpublic,apublic,tsicp,tticker,deal_value,entval,eqval,pr,salesltm,ebitltm,ptincltm,niltm,netass,tass,cashflow,bookvalue,commonequity,epsltm,pe,tfeetot,afeetot,feetot,c1day,c1wk,c4wk,rankvalsales,rankvaleb,rankvalcf,rankvalni,evsales,evebit,evcf,evni,eqvalsales,eqvalebit,eqvalcf,eqvalni,pmday,pmwk,pm4wk,abusinessl,tbusinessl,sftype,consid,considoff,considsought,destination_country,source_country,source_is_th,destination_is_th,source_questionable,developed,emne,bordering_country,industry,natural_resource_ind,colonial_link,year
3067601040,2017-02-02,DSM Corridor Group Ltd,African Ports & Corridors,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-02-02,2017-02-02,N,,No,No,,2017-02-02,,Acq. Maj. Int.,No,,,,,,,,60.0,60.0,,,60.0,60.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-02-02,,No,,2F6794,,01168F,African Infrastructure Invest,68001F,Old Mutual PLC,South Africa,2F6785,,2F6785,DSM Corridor Group Ltd,2F6785,DSM Corridor Group Ltd,BDVPYN5,,Other Financials,Transportation & Infrastructure,Financials,Industrials,Tanzania,TZ,Tanzania,TZ,Priv.,Sub.,4491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,African Ports & Corridors Holdings Ltd is a provider of financial investment services. The Company is located in Tanzania.,"DSM Corridor Group Ltd is a provider of marine cargo handling services. The Company offers logistics solutions to a wide range of clients. The Company was founded in 2004 and is located in Dar Es Salaam, Tanzania.",,,Unspecified,Stock,tanzania,south_africa,False,False,False,False,True,False,transportation_and_infrastructure,False,False,2017
3068632040,2017-01-26,Sadolin Paints (T) Ltd,Kansai Plascon E Africa Ltd,,,1.0,1.0,No,No,No,,No,Friendly,No,No,No,No,No,,No,2017-01-26,2017-02-08,N,,Yes,No,,2017-02-08,,Merger,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-01-26,,No,,2F7496,,48460T,Kansai Paint Co Ltd,48460T,Kansai Paint Co Ltd,Japan,2F7481,,10199,Akzo Nobel NV,10199,Akzo Nobel NV,6483746,BJ2KSG2,Chemicals,Chemicals,Materials,Materials,Mauritius,MV,Tanzania,TZ,Sub.,Sub.,2851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kansai Plascon East Africa Ltd, located in Cybercity, Mauritius, is a manufacturer of paints and coatings.","Sadolin Paints (T) Ltd is a manufacturer of coatings. The Company is located in Dar Es Salaam, Tanzania.",,,Unspecified,Stock,tanzania,japan,False,False,False,True,False,False,chemicals,False,False,2017
3086976040,2017-03-27,Brookside Dairy Tanzania Ltd,Danone SA,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-03-27,,N,,Yes,No,,,,Merger,No,,,,,,,,,,40.0,40.0,60.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Pending,P,No,,,No,No,,2017-03-27,,No,,23636T,B1Y9TB3,23636T,Danone SA,23636T,Danone SA,France,4F0264,,6A1964,Brookside Dairy Ltd,6A1964,Brookside Dairy Ltd,B1Y9TB3,,Food and Beverage,Food and Beverage,Consumer Staples,Consumer Staples,France,FR,Tanzania,TZ,Sub.,Public,5143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Danone SA, headquartered in Paris, France, produces and wholesales dairy products. The company is engaged in food processing activities. Danone SA operates in four business lines, including Fresh Dairy Products, Waters, Baby Nutrition and Medical Nutrition. The Fresh Dairy Products business lines brands are Danone, Actimel, Activia, Danacol and Vitalinea. The Water business line offers brands, such as Evian, Volvic, Aqua, Bonafont, Font Vella and Lanjaron. The Baby Nutrition business line include Bledina, Gallia, Nutricia, Cow & Gate, Milupa, Mellin and Dumex brands. Medical nutrition business includes Nutricia, Nutrini, Nutrison, Fortimel, FortiCare, Fortisip, Neocate and Infatrini brands. It was founded in December 1908.",Brookside Dairy Tanzania Ltd is a dairy product wholesaler. The Company is located in Tanzania.,,,Unspecified,Stock,tanzania,france,False,False,False,True,False,False,food_and_beverage,False,False,2017
3113139040,2017-05-29,I&M Bank (T) Ltd,I&M Holdings Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-05-29,2017-05-29,N,,No,No,,2017-05-29,,Acq. Part. Int.,No,,,,,,,,15.35,70.4,55.0,55.0,15.4,70.4,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-05-29,,No,,6A0141,,6A0141,I&M Holdings Ltd,6A0141,I&M Holdings Ltd,Kenya,5F7781,,6A0141,I&M Holdings Ltd,6A0141,I&M Holdings Ltd,,,Banks,Banks,Financials,Financials,Kenya,KE,Tanzania,TZ,Sub.,Public,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I&M Holdings Ltd is a commercial bank. It evolved from a community financial institution to a publicly listed major regional commercial bank. The Company was founded in 1974 and is located in Nairobi, Kenya.","I&M Bank (T) Ltd is a commercial bank. It also providing banking services to individuals and businesses, with emphasis on serving medium to large corporate clients. The Company is located in Dar Es Salaam, Tanzania.",,,"Cash, Cash Only",Stock,tanzania,kenya,False,False,False,False,True,True,banks,False,False,2017
3136949040,2017-08-09,Zanzibar Telecom Ltd-Unique,Helios Towers Tanzania Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-08-09,,N,,Yes,Yes,,,,Acq. of Assets,No,,,,,,,,,,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Pending,P,No,,,No,No,,2017-08-09,,No,,42875Y,,42871P,Helios Towers Africa Ltd,42871P,Helios Towers Africa Ltd,United Kingdom,7F4071,,98905N,Zanzibar Telecom Ltd,90937E,United Arab Emirates,,,Wireless,Wireless,Telecommunications,Telecommunications,Tanzania,TZ,Tanzania,TZ,Sub.,Sub.,4813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Helios Towers Tanzania Ltd, located in Dar es Salaam, Tanzania, provides telecommunications services. The company offers power, fuel, maintenance, security, ground lease management, field activities for network optimization and maintenance of radio equipment.","Unique sites of tower portfolio of Zanzibar Telecom Ltd, located in Tanzania.",,,Unspecified,Assets,tanzania,united_kingdom,False,False,False,True,False,False,wireless,False,True,2017
3143798040,2017-08-03,Batam Australia Pty--Lushoto B,Lindian Resources Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,No,,No,2017-08-03,,N,,Yes,Yes,,,,Acq. Maj. Int.,No,,,,,,,,,,,,51.0,51.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Pending,P,No,,,No,No,,2017-08-03,,No,,53550R,6214816,53550R,Lindian Resources Ltd,53550R,Lindian Resources Ltd,Australia,7F8925,,7F8919,Batam Australia Pty Ltd,7F8919,Batam Australia Pty Ltd,6214816,,Metals & Mining,Metals & Mining,Materials,Materials,Australia,AU,Tanzania,TZ,Sub.,Public,1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lindian Resources Ltd is a mining and exploration company, which has a portfolio of high-grade bauxite assets on both the West and East coasts of Africa. It's focused on advancing portfolio of bauxite projects in Guinea and seeking a resolution with respect to the Kangankunde Rare Earths Project in Malawi. Its Lelouma Project is a tier 1 bauxite project and is located approximately 40 kilometers (km) from its high grade Gaoual High Grade Conglomerate bauxite asset. The Gaoual High-Grade Conglomerate Bauxite Project is located within a known bauxite mining province in the north-west of Guinea. The Woula Bauxite Project is in north-western Guinea, proximal to the coast and existing haul road and the Katougouma river port. The Tanzanian bauxite portfolio consists of two bauxite projects, such as Lushoto and Pare, which are situated in Eastern Tanzania's Mozambique Belt. Tanzanian bauxite portfolio includes eight tenements covering about 310 square kilometers. The Company was founded on December 15, 1999 and is headquartered in Perth, Australia.","Lushoto bauxite project of Batam Australia Pty Ltd, located in Tanzania.",,,Unspecified,Ownership Interest,tanzania,australia,False,False,False,True,False,False,metals_and_mining,True,False,2017
3146359040,2017-09-06,Twyford (Tanzania) Ceramics,Keda Holding (Mauritius) Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,No,,No,2017-09-06,2018-05-17,N,,Yes,No,,2018-05-17,,Acq. Maj. Int.,No,,,,,100.0,,,11.0,51.0,40.0,40.0,11.0,51.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,0.11,2017-09-06,,No,,8F0717,,0C3946,Keda Clean Energy Co Ltd,0C3946,Keda Clean Energy Co Ltd,China (Mainland),8F0712,,8F0702,Sunda (MU) Holdings Ltd,4E1170,Guangzhou Sunda Intl Trading,6546650,,Other Financials,Construction Materials,Financials,Materials,Mauritius,MV,Tanzania,TZ,Sub.,Sub.,3253,,0.11,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keda Holding (Mauritius) Ltd is a provider of financial investment services. The Company is located in Mauritius.,Twyford (Tanzania) Ceramics Co Ltd is a manufacturer and wholesaler of ceramic wall and floor tiles. The Company was founded in January 2016 and is located in Tanzania.,,,"Cash, Cash Only",Stock,tanzania,china,False,False,False,False,True,False,construction_materials,False,False,2017
3196693040,2017-02-01,Helios Towers Tanzania Ltd,Helios Towers Africa Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-02-01,2017-10-20,N,,No,No,,2017-10-20,,Acq. Rem. Int.,No,,,,,100.0,,,24.06,100.0,75.9,75.9,24.1,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,58.5,2017-02-01,,No,,42871P,,42871P,Helios Towers Africa Ltd,42871P,Helios Towers Africa Ltd,United Kingdom,42875Y,,42871P,Helios Towers Africa Ltd,42871P,Helios Towers Africa Ltd,,,Telecommunications Services,Wireless,Telecommunications,Telecommunications,United Kingdom,UK,Tanzania,TZ,Sub.,Priv.,4812,,58.5,243.142,243.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Helios Towers Africa Ltd, located in London, UK, operates tower networks across Africa. Its services include power, fuel, maintenance, security, ground lease management and field activities for network optimization and maintenance of radio equipment. It has operations in Ghana, Tanzania, the Democratic Republic of Congo and a sister company in Nigeria. The company was founded in 2006.","Helios Towers Tanzania Ltd, located in Dar es Salaam, Tanzania, provides telecommunications services. The company offers power, fuel, maintenance, security, ground lease management, field activities for network optimization and maintenance of radio equipment.",,,"Cash Only, Cash Only",Stock,tanzania,united_kingdom,False,False,False,True,False,False,wireless,False,True,2017
3376141040,2017-12-21,Ura Hldg Plc-Mining,Estes Capital Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-12-21,2017-12-21,N,,Yes,Yes,,2017-12-21,,Acq. of Assets,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-12-21,,No,,2J4063,,2J4063,Estes Capital Ltd,2J4063,Estes Capital Ltd,United Kingdom,2J4059,,8H0573,URA Holdings PLC,8H0573,URA Holdings PLC,,BD2B4T8,Asset Management,Oil & Gas,Financials,Energy and Power,United Kingdom,UK,Tanzania,TZ,Sub.,Priv.,1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estes Capital Ltd is a provider of financial investment services. The Company is located in the United Kingdom.,"Mining asset.tanzania of Ura Holdings Plc, located in Tanzania.",,,Unspecified,Assets,tanzania,united_kingdom,False,False,False,True,False,False,oil_and_gas,True,True,2017
