master_deal_no,dateann,tmanames,amanames,a_lockup_pct,a_postmerge_own_pct,aacount,advcount,afinancial,albofirm,alp,amv,aspv,attitude,attitude_change_yn,awk,buyside_hedge_fund_involv_yn,cha,compete,comsoughtt,dateannest,dateannorig,dateeff,debt_tndr,datefin,divest,division,datetender,dateuncon,datewith,form,hedge_fund_involv_yn,mv,alegcount,tlegcount,pct_cash,pct_other,pct_stk,pct_unknown,pctacq,pctown,phda,pheld,psought,psoughtown,psoughtt,pten,rd,recap,repurch,restruct,rumor,sbo,sfbor,sfbridge,sfcom,sfcorp,sfdebt,sffor,sfjunk,sflc,sfmez,sfpfd,sfrights,sfstaple,spin,splitoff,status,statuscode,stender,t_postmerge_own_pct,tacount,tender,tm,rankval,r_date,valbridge,valest,votecontrol,acusip,acquiror_sedol,aip,aipnames,aup,aupnames,aupnation,master_cusip,target_sedol,tip,tipnames,tup,tupnames,aupsedol,tupsedol,atf_mid_desc,ttf_mid_desc,atf_macro_desc,ttf_macro_desc,anation,anationcode,tnation,tnationcode,tpublic,apublic,tsicp,tticker,deal_value,entval,eqval,pr,salesltm,ebitltm,ptincltm,niltm,netass,tass,cashflow,bookvalue,commonequity,epsltm,pe,tfeetot,afeetot,feetot,c1day,c1wk,c4wk,rankvalsales,rankvaleb,rankvalcf,rankvalni,evsales,evebit,evcf,evni,eqvalsales,eqvalebit,eqvalcf,eqvalni,pmday,pmwk,pm4wk,abusinessl,tbusinessl,sftype,consid,considoff,considsought,destination_country,source_country,source_is_th,destination_is_th,source_questionable,developed,emne,bordering_country,industry,natural_resource_ind,colonial_link,year
3138523040,2017-08-14,"Industrial portfolio, Afr & ME",GFH Financial Group BSC,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-08-14,2017-08-14,N,,No,No,,2017-08-14,,Acq. of Assets,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-08-14,,No,,4E8836,6735232,4E8836,GFH Financial Group BSC,4E8836,GFH Financial Group BSC,Bahrain,7F5133,,7F5133,"Industrial portfolio, Afr & ME",7F5133,"Industrial portfolio, Afr & ME",6735232,,Brokerage,Other Real Estate,Financials,Real Estate,Bahrain,BA,C. African Rep,CF,Priv.,Public,6552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GFH Financial Group BSC is an investment bank. The Company operates in following segments: Investment banking which focuses on private equity and asset management activities and on acquiring, managing and realizing investments; Commercial banking segment that includes all sharia compliant corporate banking and retail banking activities of the Group provided through the Groups subsidiary, Khaleeji Bank BSC. The subsidiary also manages its own treasury and proprietary investment book within this operating segment; and Proprietary and treasury that include all common costs and activities that are undertaken at the Group level, including treasury and residual proprietary and co-investment assets, is considered as part of the Proprietary and treasury activities of the Group. The Company was founded in October 1999 and is located in Manama, Bahrain.",Industrial portfolio Africa & Middle East is a provider of land subdivision services. The Company is located in the Central African Republic.,,,Unspecified,Assets,central_african_republic,bahrain,True,False,False,False,True,False,other_real_estate,False,False,2017
