master_deal_no,dateann,tmanames,amanames,a_lockup_pct,a_postmerge_own_pct,aacount,advcount,afinancial,albofirm,alp,amv,aspv,attitude,attitude_change_yn,awk,buyside_hedge_fund_involv_yn,cha,compete,comsoughtt,dateannest,dateannorig,dateeff,debt_tndr,datefin,divest,division,datetender,dateuncon,datewith,form,hedge_fund_involv_yn,mv,alegcount,tlegcount,pct_cash,pct_other,pct_stk,pct_unknown,pctacq,pctown,phda,pheld,psought,psoughtown,psoughtt,pten,rd,recap,repurch,restruct,rumor,sbo,sfbor,sfbridge,sfcom,sfcorp,sfdebt,sffor,sfjunk,sflc,sfmez,sfpfd,sfrights,sfstaple,spin,splitoff,status,statuscode,stender,t_postmerge_own_pct,tacount,tender,tm,rankval,r_date,valbridge,valest,votecontrol,acusip,acquiror_sedol,aip,aipnames,aup,aupnames,aupnation,master_cusip,target_sedol,tip,tipnames,tup,tupnames,aupsedol,tupsedol,atf_mid_desc,ttf_mid_desc,atf_macro_desc,ttf_macro_desc,anation,anationcode,tnation,tnationcode,tpublic,apublic,tsicp,tticker,deal_value,entval,eqval,pr,salesltm,ebitltm,ptincltm,niltm,netass,tass,cashflow,bookvalue,commonequity,epsltm,pe,tfeetot,afeetot,feetot,c1day,c1wk,c4wk,rankvalsales,rankvaleb,rankvalcf,rankvalni,evsales,evebit,evcf,evni,eqvalsales,eqvalebit,eqvalcf,eqvalni,pmday,pmwk,pm4wk,abusinessl,tbusinessl,sftype,consid,considoff,considsought,destination_country,source_country,source_is_th,destination_is_th,source_questionable,developed,emne,bordering_country,industry,natural_resource_ind,colonial_link,year
3058898040,2017-01-08,Hua Xing Global Ltd,Next Horizon Investments Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-01-08,2017-01-09,N,,No,No,,2017-01-09,,Merger,No,,,,,100.0,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,17.347,2017-01-08,,No,,2E5642,,1F9373,Gilberta Holdings Ltd,17446X,China Polymetallic Mining,China (Mainland),1F9371,,1F9371,Hua Xing Global Ltd,17446X,Hua Xing Global Ltd,BMCHCW8,,Other Financials,Metals & Mining,Financials,Materials,Hong Kong,HK,Myanmar(Burma),BM,Priv.,Sub.,1044,,17.347,17.347,17.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Next Horizon Investments Ltd is a provider of financial investment services. The Company is located in Hong Kong.,Hua Xing Global Ltd is a silver ore mine operator. The Company is located in Myanmar.,,,"Cash, Cash Only",Stock,myanmar,china,False,False,False,False,True,True,metals_and_mining,True,False,2017
3072448040,2017-02-15,Infinity Info Dvlp Co Ltd,Information Development Co Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-02-15,,N,,No,No,,,,Acq. Maj. Int.,No,,,,,100.0,,,,,49.0,49.0,34.9,83.9,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Pending,P,No,,,No,No,0.87,2017-02-15,,No,,45693Q,6131283,45693Q,Information Development Co Ltd,45693Q,Information Development Co Ltd,Japan,6E4670,,6E5384,Info Dvlp Singapore Pte Ltd,45693Q,Information Development Co Ltd,6131283,6131283,IT Consulting & Services,IT Consulting & Services,High Technology,High Technology,Japan,JP,Myanmar(Burma),BM,Sub.,Public,7376,,0.87,2.513,2.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Information Development Co Ltd, headquartered in Tokyo, Japan, is engaged in the provision of information technology services. The Company operates in four business segments. The Systems Operation and Management segment manages and operates information processing systems, as well as the first installation and re-construction of systems. The Software Development segment is engaged in the entrusted development of software, as well as the development of software in China. The Data Entry segment is engaged in the centralized business, such as data entry; affairs alternative processing business, as well as the computerization of books and pictures. The other segment is engaged in the sale of network security products; the construction and installation of security systems; the provision of education services related to the development and operation of information systems, and consulting services. On November 21, 2011, the Company spun off its subsidiary, CAT co.,Ltd. It was founded in 1969.","Infinity Information Development Co Ltd is a software publisher. The Company was founded in May 2015 and is located in Yangon, Myanmar.",,,"Cash Only, Cash Only",Stock,myanmar,japan,False,False,False,True,False,False,it_consulting_and_services,False,False,2017
3084486040,2017-03-23,My Play Co Ltd,iSentric Ltd,,,,,No,No,No,6.41,No,Friendly,No,No,No,No,,,No,2017-03-23,2017-11-30,N,,No,No,,2017-11-30,,Acq. of Assets,No,,,,50.0,,50.0,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,4.603,2017-03-23,,No,,3C6873,BR1W025,3C6873,iSentric Ltd,3C6873,iSentric Ltd,Australia,3F8355,,3F8355,My Play Co Ltd,3F8355,My Play Co Ltd,BR1W025,,Software,Software,High Technology,High Technology,Australia,AU,Myanmar(Burma),BM,Priv.,Public,7372,,4.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"iSentric Ltd, located in New January 13, 2000. South Wales, Australia, develops mobile software. The Company operates in three main divisions, namely, Digital Payments, Enterprise Mobility, Digital Content and Services and Blockchain solutions. The Company was founded on January 13, 2000.","My Play Co Ltd is a software publisher. The Company is a mobile game developer and publisher. The Company is located in Yangon, Myanmar.",,MMK 3.153 bil (USD 2.302 mil) shs ord plus MMK 3.153 bil (USD 2.302 mil) cash/assets,"Cash, Ordinary Share","Assets, Assets",myanmar,australia,False,False,False,True,False,False,software,False,False,2017
3093690040,2017-04-18,Kayser Myanmar Mnfg Co Ltd,Highway Holdings Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-04-18,2017-04-18,N,,No,No,,2017-04-18,,Acq. Part. Int.,No,,,,,,,,9.0,84.0,75.0,75.0,9.0,84.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-04-18,,No,,G4481U,2542083,G4481U,Highway Holdings Ltd,G4481U,Highway Holdings Ltd,Hong Kong,7C7549,,G4481U,Highway Holdings Ltd,G4481U,Highway Holdings Ltd,2542083,2542083,Chemicals,Electronics,Materials,High Technology,Hong Kong,HK,Myanmar(Burma),BM,Sub.,Public,3679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Highway Holdings Ltd, headquartered in Hong Kong, manufactures components such as film camera, clocks and clock movements, LCD-TV/Monitors, LED lights, light fixtures, and low-end 35mm cameras. It has served in Japan, Germany, and United States. The Company was founded in July 1990.","Kayser Myanmar Manufacturing Co Ltd is a manufacturer of electronic components. It produces high-quality products mostly for large, global original equipment manufacturers from simple parts and components to sub-assemblies and finished products. The Company was founded in March 2012 and is located in Yangon, Myanmar.",,,Unspecified,Stock,myanmar,hong_kong,True,False,False,False,True,False,electronics,False,False,2017
3095008040,2017-04-20,ONGO,National Bank of Canada,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-04-20,2017-04-20,N,,No,No,,2017-04-20,,Acq. Part. Int.,No,,1.0,,,,,,22.0,22.0,,,22.0,22.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-04-20,,No,,633067,2077303,633067,National Bank of Canada,633067,National Bank of Canada,Canada,4F5505,,4F5505,ONGO,4F5505,ONGO,2077303,,Banks,Software,Financials,High Technology,Canada,CA,Myanmar(Burma),BM,Priv.,Public,7372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Bank of Canada, located in Montreal, Quebec, operates as an integrated financial group. The Bank operates through four segments: Personal and Commercial, Wealth Management, Financial Markets, and U.S. Specialty Finance and International (USSF&I). Its Personal and Commercial segment includes banking, financing, and investing services offered to individuals, advisors, and businesses as well as insurance operations. Its Wealth Management segment includes investment solutions, trust services, banking services, lending services, and other wealth management solutions offered through internal and third-party distribution networks. Its Financial Markets segment includes corporate banking and investment banking and financial solutions for large and mid-size corporations, public sector organizations, and institutional investors. Its USSF&I segment includes the specialty finance services provided by its subsidiaries, Credigy Ltd, and Advanced Bank of Asia Ltd. The Company was founded in May 1859.","ONGO is a software publisher. The Company is located in Yangon, Myanmar.",,,Unspecified,Stock,myanmar,canada,False,False,False,True,False,False,software,False,False,2017
3100484040,2017-04-27,Seven Gold Lamp Mining Co Ltd,Hua Xing Global Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-04-27,2017-04-27,N,,No,No,,2017-04-27,,Merger,No,,,,,100.0,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,8.126,2017-04-27,,No,,1F9371,,2E5642,Next Horizon Investments Ltd,17446X,China Polymetallic Mining,China (Mainland),4F9364,,4F9364,Seven Gold Lamp Mining Co Ltd,4F9364,Seven Gold Lamp Mining Co Ltd,BMCHCW8,,Metals & Mining,Metals & Mining,Materials,Materials,Myanmar(Burma),BM,Myanmar(Burma),BM,Priv.,Sub.,1021,,8.126,8.126,8.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hua Xing Global Ltd is a silver ore mine operator. The Company is engaged in the exploration, mining, processing and sale of lead and silver related products. The Company is located in Myanmar.","Seven Gold Lamp Mining Co Ltd is a copper and nickel ore mine operator. The Company was founded in 2014 and is located in Yangon, Myanmar.",,,"Cash, Cash Only",Stock,myanmar,china,False,False,False,False,True,True,metals_and_mining,True,False,2017
3107035040,2017-05-23,Food Land Manufacturing Co Ltd,Food Land Investment Holding,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-05-23,,N,,No,No,,,,Acq. Rem. Int.,No,,,,,100.0,,,,,70.0,70.0,30.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Pending,P,No,,,No,No,0.145,2017-05-23,,No,,34400P,,34469N,Food Empire Holdings Ltd,34469N,Food Empire Holdings Ltd,Singapore,5F3522,,34400P,Food Land Investment Holding,34469N,Food Empire Holdings Ltd,6241546,6241546,Other Financials,Food and Beverage,Financials,Consumer Staples,Singapore,SG,Myanmar(Burma),BM,Sub.,Sub.,2099,,0.145,0.484,0.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Food Land Investment Holding Pte Ltd is a provider of financial investment services. The Company is located in Singapore, Singapore.",Food Land Manufacturing Co Ltd is a manufacturer of instant food and beverages. The Company is located in Myanmar.,,,"Cash, Cash Only",Stock,myanmar,singapore,True,False,False,False,True,False,food_and_beverage,False,False,2017
3110591040,2017-05-08,Horeb Mounting Mining Co Ltd,Hua Xing Global Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-05-08,2017-05-08,N,,No,No,,2017-05-08,,Merger,No,,,,,100.0,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,14.199,2017-05-08,,No,,1F9371,,2E5642,Next Horizon Investments Ltd,17446X,China Polymetallic Mining,China (Mainland),5F5857,,5F5857,Horeb Mounting Mining Co Ltd,5F5857,Horeb Mounting Mining Co Ltd,BMCHCW8,,Metals & Mining,Metals & Mining,Materials,Materials,Myanmar(Burma),BM,Myanmar(Burma),BM,Priv.,Sub.,1021,,14.199,14.199,14.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hua Xing Global Ltd is a silver ore mine operator. The Company is engaged in the exploration, mining, processing and sale of lead and silver related products. The Company is located in Myanmar.",Horeb Mounting Mining Co Ltd is a copper and nickel ore mine operator. The Company is located in Myanmar.,,,"Cash, Cash Only",Stock,myanmar,china,False,False,False,False,True,True,metals_and_mining,True,False,2017
3120135040,2017-06-27,Frontiir Co Ltd,Daiwa PI Partners Co Ltd,,,,,Yes,Yes,No,,No,Friendly,No,No,No,No,,,No,2017-06-27,2017-06-27,N,,No,No,,2017-06-27,,Acq. Part. Int.,No,,,,,100.0,,,10.0,10.0,,,10.0,10.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,6.259,2017-06-27,,No,,23967X,,234064,Daiwa Securities Group Inc,234064,Daiwa Securities Group Inc,Japan,6E4641,,6E4641,Frontiir Co Ltd,6E4641,Frontiir Co Ltd,6251448,,Alternative Financial Investments,Internet Software & Services,Financials,High Technology,Japan,JP,Myanmar(Burma),BM,Priv.,Sub.,7375,,6.259,62.502,62.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daiwa PI Partners Co Ltd, located in Chiyoda-Ku Tokyo, Japan, is a private equity firm. It invests in private equities, real estates, and others, and manages portfolio funds. The Company was founded in 2001.","Frontiir Co Ltd is an internet service provider. The Company is located in Yangon, Myanmar. The Company was founded in 2013.",,,"Cash Only, Cash Only",Stock,myanmar,japan,False,False,False,True,False,False,internet_software_and_services,False,False,2017
3136049040,2017-07-28,Japan GTC Asia (Myanmar) Co,Naigai Trans Line Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2017-07-28,2017-09-01,N,,Yes,No,,2017-09-01,,Acq. of Assets,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2017-07-28,,No,,62797M,B3DGGD0,62797M,Naigai Trans Line Ltd,62797M,Naigai Trans Line Ltd,Japan,7F3316,,7F3313,GTC Asia Corp,7F3313,GTC Asia Corp,B3DGGD0,,Transportation & Infrastructure,Transportation & Infrastructure,Industrials,Industrials,Japan,JP,Myanmar(Burma),BM,Sub.,Public,4412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Naigai Trans Line Ltd, based in Osaka, Japan, is engaged in the international freight transportation business. The Company provides four types of services. The Less then Container Load (LCL) Export services include the nonstop consolidated marine transportation services connecting ports in Japan with 46 cities in 24 countries overseas, as well as the through hub ports for the countries without nonstop ships. The Full Container Load (FCL) Export services include the freight transportation services in unit of containers. The LCL Import services include the cargo transportation services from abroad. The FCL Import services provide freight transportation services in unit of containers. The company was founded in 1980.","Japan GTC Asia (Myanmar) Co Ltd is a provider of deep sea freight transportation services. The Company was founded in September 2012 and is located in Yangon, Myanmar.",,,Unspecified,Assets,myanmar,japan,False,False,False,True,False,False,transportation_and_infrastructure,False,False,2017
